title,date,article_body,link,category,summary,company_name,funds
"Everstone sells iconic bread brand to Mexican giant, books more than 2X returns",22 February,"Homegrown private equity firm Everstone Capital has sold its stake in Modern Foods to a Mexican bakery firm five years after it acquired the iconic brand, a person in the know told VCCircle.

The sale to Grupo Bimbo was made early this month, the individual said, adding that the deal size ......",https://www.vccircle.com//everstone-sells-iconic-bread-brand-to-mexican-giant,Merger/Acquisition,"Homegrown private equity firm Everstone Capital has sold its stake in Modern Foods to a Mexican bakery firm five years after it acquired the iconic brand, a person in the know told VCCircle.The sale to Grupo Bimbo was made early this month, the individual said, adding that the deal size ......","['Everstone Capital', 'Modern Foods', 'VCCircle', 'Grupo Bimbo']",[]
Vedantu buys Instasolv eight months after backing doubt-clearance platform,22 February,"Instasolv, an education-technology company that focuses on doubt-clearance for middle and high school students, has been acquired by Vedantu.
Bengaluru-based Vedantu said the acquisition will boost its doubt-clearance capabilities and increase its presence in Tier-II and Tier-III markets.The two companies did not disclose the financial details of the transaction.The development comes eight months after Vedantu initially invested $2 million (around Rs 15 crore) in Noida-based Instasolv, which is operated by Adinio Services Pvt Ltd.At the time, Instasolv co-founder Aditya Singhal told TechCircle that the investment also provided Vedantu the right to acquire the company for a limited period. VedantuVedantu, operated by Vedantu Innovations Pvt Ltd, was co-founded by Vamsi Krishna, Anand Prakash, Saurabh Saxena and Pulkit Jain in 2011. The company says it has over 25 million monthly users across 1,000 cities around the world.In July last year, it raised $100 million (around Rs 752 crore) in a Series D fundraising round led by United States-based Coatue Management. The investment came three months after Vedantu secured $13 million in an extended Series C round from Chinese venture capital firm Legend Capital, existing investor Omidyar Network and others.Before that, in February, the firm scooped $24 million led by GGV Capital. Previously, it raised $42 million in August 2019 led by US-based investment firm Tiger Global and WestBridge Capital. The firm also counts Accel and TAL Education among investors.Share article on",https://www.vccircle.com//vedantu-buys-instasolv-eight-months-after-backing-doubt-clearance-platform,Merger/Acquisition,"Bengaluru-based Vedantu said the acquisition will boost its doubt-clearance capabilities and increase its presence in Tier-II and Tier-III markets.The two companies did not disclose the financial details of the transaction.The development comes eight months after Vedantu initially invested $2 million (around Rs 15 crore) in Noida-based Instasolv, which is operated by Adinio Services Pvt Ltd.At the time, Instasolv co-founder Aditya Singhal told TechCircle that the investment also provided Vedantu the right to acquire the company for a limited period.The investment came three months after Vedantu secured $13 million in an extended Series C round from Chinese venture capital firm Legend Capital, existing investor Omidyar Network and others.Before that, in February, the firm scooped $24 million led by GGV Capital.","['Vedantu', 'Instasolv', 'Adinio Services Pvt Ltd.', 'TechCircle', 'Legend Capital', 'GGV Capital']","['$2 million', '$100 million', '$13 million', '$24 million', '$42 million']"
Supreme Court bars final tribunal ruling on Future's $3.4 bn deal,22 February,"The Supreme Court barred on Monday a final ruling by a tribunal reviewing Future Group's $3.4 billion sale of retail assets until the top court hears objections from aggrieved partner Amazon.com Inc, three sources said.Amazon appealed to the Supreme Court this month against Future Group's sale to market leader Reliance Industries, accusing its partner of violating contracts by agreeing to the sale.The outcome of the tussle involving two of the world's richest men, Amazon's Jeff Bezos and Reliance's Mukesh Ambani, could reshape India's pandemic-hit shopping sector and decide if Amazon can blunt Reliance's dominance of retail.Three people familiar with Monday's proceedings said the Supreme Court ordered that while the tribunal can continue to review the deal and oversee the approval process, it could not pass a final order while the court hears Amazon's concerns.""This is a good thing for Amazon,"" said one of the sources, who has direct knowledge of events.Indian stock exchanges and the antitrust watchdog have already cleared the deal, which now awaits clearance by the National Company Law Tribunal (NCLT), in line with regulatory procedures.A second source said Future had only asked the NCLT to let it to call meetings to seek shareholder approvals of the deal. That process will continue, and Future will later seek final approval from the tribunal, the source added.Amazon declined to comment, while Future Group and Reliance did not immediately respond to a request for comment.The sources sought anonymity as they were not authorised to speak to media.In its Supreme Court appeal, Amazon will argue that an arbitration order in October that put the Future-Reliance deal on hold remains valid, Reuters has reported.Share article on",https://www.vccircle.com//supreme-court-bars-final-tribunal-ruling-on-future-s-3-4-bn-deal,Merger/Acquisition,"The Supreme Court barred on Monday a final ruling by a tribunal reviewing Future Group's $3.4 billion sale of retail assets until the top court hears objections from aggrieved partner Amazon.com Inc, three sources said.Amazon appealed to the Supreme Court this month against Future Group's sale to market leader Reliance Industries, accusing its partner of violating contracts by agreeing to the sale.The outcome of the tussle involving two of the world's richest men, Amazon's Jeff Bezos and Reliance's Mukesh Ambani, could reshape India's pandemic-hit shopping sector and decide if Amazon can blunt Reliance's dominance of retail.Three people familiar with Monday's proceedings said the Supreme Court ordered that while the tribunal can continue to review the deal and oversee the approval process, it could not pass a final order while the court hears Amazon's concerns.""This is a good thing for Amazon,"" said one of the sources, who has direct knowledge of events.Indian stock exchanges and the antitrust watchdog have already cleared the deal, which now awaits clearance by the National Company Law Tribunal (NCLT), in line with regulatory procedures.A second source said Future had only asked the NCLT to let it to call meetings to seek shareholder approvals of the deal.","['The Supreme Court', ""Future Group's"", 'Amazon.com Inc', 'Amazon', 'the Supreme Court', ""Future Group's"", 'Reliance Industries', 'Amazon', 'Reliance', 'Amazon', 'Reliance', 'the Supreme Court', 'Amazon', 'Amazon', 'the National Company Law Tribunal', 'NCLT']",['$3.4 billion']
Jubilant to get a slice of Domino's Eurasia from Turkish PE Fund,22 February,"Jubilant Foodworks Ltd, which runs the Indian unit of Domino’s Pizza, will acquire a company that owns a significant stake in the entity that operates the pizza chain in several Eurasian countries.The Noida-based firm, through Jubilant Foodworks Netherlands BV, will buy Fides Food Systems Coöperatief UA from Turkish Private Equity Fund II LP.Fides, in turn, holds a 32.81% stake in DP Eurasia NV, which is listed on the London Stock Exchange and acts as the exclusive master franchisee of the Domino’s Pizza brand in Turkey, Russia, Georgia and Azerbaijan.The Fides acquisition will take place for a consideration of £24.8 million (about $34.7 million or Rs 251 crore), Jubilant said in a filing with stock exchanges.Jubilant says it expects the acquisition to be completed within 20 business days. In a statement, it said the move will help it to indirectly hold the minority stake in DP Eurasia.“We have been partners with Domino’s in India for more than 25 years. With that experience, we hope to add value to DP Eurasia’s business and create value for our shareholders,” Jubilant co-chairmen Shyam S. Bhartia and Hari S. Bhartia said.Shares of DP Eurasia closed trading on Friday on the London Stock Exchange up 11.11% at £70 (about Rs 7,103) apiece.At the end of 2020, the company operated 771 dine-in and takeaway outlets across the four countries in which it has a presence.Jubilant Foodworks, meanwhile, was trading 4.08% up at Rs 3,071.45 (about $42.38) during Monday mid-morning. It reported consolidated net sales of Rs 3,927.27 crore (about $541 million) for FY20, with post-tax profit of Rs 278.79 crore (about $38 million) for the same period.In India, the company’s Domino’s Pizza franchise operates at least 1,314 restaurants in 285 cities. It also maintains the rights to develop and operate the chain in Sri Lanka, Bangladesh and Nepal.Last December, VCCircle reported that Jubilant had invested Rs 92 crore (about $12.7 million) in Bengaluru-based Barbeque Nation. The company had invested in the casual-dining chain along with a homegrown private equity firm.Share article on",https://www.vccircle.com//jubilant-to-get-a-slice-of-domino-s-eurasia-from-turkish-pe-fund,Merger/Acquisition,"Jubilant Foodworks Ltd, which runs the Indian unit of Domino’s Pizza, will acquire a company that owns a significant stake in the entity that operates the pizza chain in several Eurasian countries.The Noida-based firm, through Jubilant Foodworks Netherlands BV, will buy Fides Food Systems Coöperatief UA from Turkish Private Equity Fund II LP.Fides, in turn, holds a 32.81% stake in DP Eurasia NV, which is listed on the London Stock Exchange and acts as the exclusive master franchisee of the Domino’s Pizza brand in Turkey, Russia, Georgia and Azerbaijan.The Fides acquisition will take place for a consideration of £24.8 million (about $34.7 million or Rs 251 crore), Jubilant said in a filing with stock exchanges.Jubilant says it expects the acquisition to be completed within 20 business days.With that experience, we hope to add value to DP Eurasia’s business and create value for our shareholders,” Jubilant co-chairmen Shyam S. Bhartia and Hari S. Bhartia said.Shares of DP Eurasia closed trading on Friday on the London Stock Exchange up 11.11% at £70 (about Rs 7,103) apiece.At the end of 2020, the company operated 771 dine-in and takeaway outlets across the four countries in which it has a presence.Jubilant Foodworks, meanwhile, was trading 4.08% up at Rs 3,071.45 (about $42.38) during Monday mid-morning.","['Jubilant Foodworks Ltd', 'Domino’s Pizza', 'Fides Food Systems Coöperatief UA', 'Turkish Private Equity Fund II', 'DP Eurasia NV', 'the London Stock Exchange', 'the Domino’s Pizza', 'Fides', 'Hari S. Bhartia', 'DP Eurasia', 'the London Stock Exchange']","['£24.8 million', 'about $34.7 million', '70', 'about $42.38', 'about $541 million', 'about $38 million', 'about $12.7 million']"
"Weekly Deal Wrap: Dighi Port and KreditBee soak up money, attention",20 February,"Deal-making in the Indian investment ecosystem during the third week of February was lifted by two big transactions in infrastructure and fintech segments.

In the infrastructure deal, Adani Ports and Special Economic Zone Ltd acquired Dighi Port Ltd under the bankruptcy law for Rs 650 crore (around $89 million) to record ......",https://www.vccircle.com//weekly-deal-wrap-dighi-port-and-kreditbee-soak-up-money-attention,Merger/Acquisition,"Deal-making in the Indian investment ecosystem during the third week of February was lifted by two big transactions in infrastructure and fintech segments.In the infrastructure deal, Adani Ports and Special Economic Zone Ltd acquired Dighi Port Ltd under the bankruptcy law for Rs 650 crore (around $89 million) to record ......",['Adani Ports and Special Economic Zone Ltd'],['around $89 million']
Times Internet-owned Dineout buys SteppinOut in fifth acquisition,19 February,"Dineout, the restaurant services and reservation platform owned by Times Internet, has acquired event curator SteppinOut.The two companies did not disclose the financial details of the transaction.This development marks the fifth acquisition for Dineout. Previous buys are inResto, Torqus, Gourmet Passport, and Binge Digital.SteppinOut, founded by Safdhar Adoor, curates events including food festivals, night markets, live comedy, and movie nights.“After being stuck indoors for nearly one year, we are seeing revenge consumption, with people looking to dine out more and experience different types of events,” Dineout co-founder and chief executive officer Ankit Mehrotra said.The two companies are currently working on creating intellectual property in this space across 20 cities in the country.Dineout was founded in 2012 by Mehrotra, Vivek Kapoor, Sahil Jain, and Nikhil Bakshi. In 2014, the company was acquired by Times Internet for $10 million (around Rs 54.44 crore).In 2018, Dineout acquired Torqus, a cloud-based point-of-sale (PoS) firm. Also that year, it bought Delhi-based Gourmet Passport, a mobile app that helps users avail buy-one-get-one free offers at restaurants. In August 2015, the firm acquired restaurant management solutions startup inResto Services Pvt. Ltd for an undisclosed amount.Dineout’s parent, Times Internet, maintains interests in several segments through digital-first properties, including MagicBricks, Gaana, ETMoney, and CouponDunia.Share article on",https://www.vccircle.com//times-internet-owned-dineout-buys-steppinout-in-fifth-acquisition,Merger/Acquisition,"Dineout, the restaurant services and reservation platform owned by Times Internet, has acquired event curator SteppinOut.The two companies did not disclose the financial details of the transaction.This development marks the fifth acquisition for Dineout.Previous buys are inResto, Torqus, Gourmet Passport, and Binge Digital.SteppinOut, founded by Safdhar Adoor, curates events including food festivals, night markets, live comedy, and movie nights.“After being stuck indoors for nearly one year, we are seeing revenge consumption, with people looking to dine out more and experience different types of events,” Dineout co-founder and chief executive officer Ankit Mehrotra said.The two companies are currently working on creating intellectual property in this space across 20 cities in the country.Dineout was founded in 2012 by Mehrotra, Vivek Kapoor, Sahil Jain, and Nikhil Bakshi.","['Times Internet', 'SteppinOut', 'Torqus, Gourmet Passport', 'Binge Digital', 'SteppinOut']",['$10 million']
Bain Capital-owned Centrient buys Astral SteriTech,19 February,"Centrient Pharmaceuticals (formerly DSM Sinochem Pharmaceuticals), an antibiotics manufacturer wholly owned by Bain Capital, has acquired Vadodara-based Astral SteriTech, a manufacturer in sterile antibiotic injectable finished dosage forms.At present, Centrient specialises in enzymatic antibiotics, next-generation statins and anti-fungals. The acquirer has an India subsidiary Centrient Pharmaceuticals India, which makes active pharmaceutical ingredients for anti-infectives, according to VCCEdge.The acquired product portfolio provides Centrient a diversification opportunity within the niche segment of sterile injectable antibiotics.Astral SteriTech has a US-approved manufacturing site with two manufacturing lines and serves customers in markets like the United States and other regions such as South Asia.While the deal value was not disclosed, Astral SteriTech reported a total income of Rs 304 crore in the financial year ending March 2020 compared with Rs 243 crore in the previous year, according to VCCEdge. Its profit after tax grew from Rs 78 crore to Rs 115 crore during the period.Rex Clements, CEO at Centrient, said: “The acquisition of Astral SteriTech is a significant step forward on the journey we at Centrient have undertaken to become the preferred commercial partner to our customers in semi-synthetic cephalosporin and semi-synthetic penicillin antibiotics. These finished dosage forms are critical medicines in healthcare but face increasing risks of supply shortage.”Barclays acted as the exclusive financial adviser, and Sidley Austin LLP and Trilegal as legal advisers to Centrient. JPMorgan acted as the exclusive financial adviser and Shardul Amarchand Mangaldas & Co as legal adviser to Astral SteriTech.Established as Astral Pharmaceutical Industries in 1991 by Dr Dushyant Patel, current chairman and managing director, it was renamed to Astral SteriTech in 2012.Share article on",https://www.vccircle.com//bain-capital-owned-centrient-buys-astral-steritech,Merger/Acquisition,"The acquirer has an India subsidiary Centrient Pharmaceuticals India, which makes active pharmaceutical ingredients for anti-infectives, according to VCCEdge.The acquired product portfolio provides Centrient a diversification opportunity within the niche segment of sterile injectable antibiotics.Astral SteriTech has a US-approved manufacturing site with two manufacturing lines and serves customers in markets like the United States and other regions such as South Asia.While the deal value was not disclosed, Astral SteriTech reported a total income of Rs 304 crore in the financial year ending March 2020 compared with Rs 243 crore in the previous year, according to VCCEdge.Its profit after tax grew from Rs 78 crore to Rs 115 crore during the period.Rex Clements, CEO at Centrient, said: “The acquisition of Astral SteriTech is a significant step forward on the journey we at Centrient have undertaken to become the preferred commercial partner to our customers in semi-synthetic cephalosporin and semi-synthetic penicillin antibiotics.","['Centrient Pharmaceuticals', 'Astral SteriTech', 'Astral SteriTech', 'Centrient', 'Astral SteriTech']",[]
Square Yards acquires PropsAMC,19 February,"Real estate brokerage firm Square Yards has acquired data intelligence and asset management firm PropsAMC, the company said in a statement.The management and entire team of PropsAMC, including its co-founders, have joined Square Yards and will operate under the parent brand name.PropsAMC was founded in 2016 by Anand Moorthy and Venkat Raghavan. Moorthy had earlier worked with RBS Private Banking, Karvy Private Wealth and ILF&S - Milestone Fund, while Raghavan was previously associated with companies such as Fidelity, GE Healthcare and Infosys.As per the statement, PropsAMC currently manages $1.5 billion (about Rs 10,883 crore) worth of property assets on its SaaS-based platform for more than 100 clients in addition to providing legal, technical and valuation services to them.PropsAMC claims its data platform has more than 1 million data points across 15+ unique denominators to analyse transaction data (sale/lease), mortgage, government value, land ownership, land information, zoning, reservation, road width, building permissions and RERA (real estate regulatory authority) details on a geographic information system (GIS)-enabled interface to support pre- and post-transaction diligence.It is currently present in the Mumbai Metropolitan Region, Pune, Gurugram, Chennai and will add Hyderabad, Kolkata, Delhi, Ahmedabad and Bengaluru soon.“With PropsAMC, we are adding data intelligence and asset management capabilities to our integrated real estate ecosystem. We will invest heavily in the data capabilities of PropsAMC with a vision of building a ‘housing dictionary’ for Indian real estate that maps every single transaction (listing, sale, rent or mortgage) for every organised real estate project in top Indian cities,” said Tanuj Shori, founder and chief executive officer, Square Yards.Anand Moorthy, founder and chief executive officer, PropsAMC, added: “We find it amusing that despite real estate being 90% of the wealth in India, it is not treated as part of an individual’s investment portfolio backed with data services and transaction support. This synergy is expected to open up deeper and exclusive engagement with our clients, helping them recognise their real estate investment as a fundamental asset class from a mere transactional one.”Square Yards offers an integrated customer experience and covers the full-stack real estate journey from search and discovery, transactions, mortgages, interiors, rentals, property management and post-sales services. Its enterprise solutions cater to all stakeholders in the real estate value chain such as agents, developers and banks.This alliance is expected to add significant value to Square Yards’ B2C and B2B stakeholders and mark the company’s entry into the data intelligence domain.Share article on",https://www.vccircle.com//square-yards-acquires-propsamc,Merger/Acquisition,"Moorthy had earlier worked with RBS Private Banking, Karvy Private Wealth and ILF&S - Milestone Fund, while Raghavan was previously associated with companies such as Fidelity, GE Healthcare and Infosys.As per the statement, PropsAMC currently manages $1.5 billion (about Rs 10,883 crore) worth of property assets on its SaaS-based platform for more than 100 clients in addition to providing legal, technical and valuation services to them.PropsAMC claims its data platform has more than 1 million data points across 15+ unique denominators to analyse transaction data (sale/lease), mortgage, government value, land ownership, land information, zoning, reservation, road width, building permissions and RERA (real estate regulatory authority) details on a geographic information system (GIS)-enabled interface to support pre- and post-transaction diligence.It is currently present in the Mumbai Metropolitan Region, Pune, Gurugram, Chennai and will add Hyderabad, Kolkata, Delhi, Ahmedabad and Bengaluru soon.“With PropsAMC, we are adding data intelligence and asset management capabilities to our integrated real estate ecosystem.We will invest heavily in the data capabilities of PropsAMC with a vision of building a ‘housing dictionary’ for Indian real estate that maps every single transaction (listing, sale, rent or mortgage) for every organised real estate project in top Indian cities,” said Tanuj Shori, founder and chief executive officer, Square Yards.Anand Moorthy, founder and chief executive officer, PropsAMC, added: “We find it amusing that despite real estate being 90% of the wealth in India, it is not treated as part of an individual’s investment portfolio backed with data services and transaction support.","['Moorthy', 'RBS Private Banking', 'Fidelity', 'GE Healthcare', 'Infosys', 'RERA', 'the Mumbai Metropolitan Region', 'Gurugram', 'Chennai']",['$1.5 billion']
Tiger Global-backed Open acquires tax filing platform Optobizz,18 February,"Open, a neo-banking platform focused on small and medium businesses, has acquired tax filing automation platform Optobizz for $5 million (around Rs 36 crore).Optobizz, operated by Optobizz Software Pvt Ltd, says its platform offers end-to-end GST and financial automation solutions including account receivables and payables, as well as reconciliation for tax practitioners and SMEs.The deal is being done through cash and stock.The move will help Open strengthen its position in the SME-focused neo-banking space and enhance product capabilities on automating GST and tax compliance. The company says it is also gearing up to launch a platform focused on tax practitioners and accountants.“With close to 15 years of experience at product-tech companies on the business finance side, their [Optobizz’s] expertise will help us create more innovative solutions for small businesses across the country,” Open co-founder and CEO Anish Achuthan said.Bengaluru-based Open, operated by Open Financial Technologies Pvt Ltd, was set up in 2017 by Achuthan, Mabel Chacko, and ex-TaxiForSure CFO Deena Jacob. Achuthan and Chacko have worked on and set up several fintech startups previously, the most notable among them being Zwitch, which was acquired by CitrusPay in 2015.The company says its platform helps businesses send and receive payments, automate accounting and expenses, and uses application programming interface (API) tools to help integrate banking processes with SME business workflows.In June 2019, Open raised Rs 210 crore (around $30.2 million) in a Series B funding round. The exercise was led by the United States-based Tiger Global, with participation from Tanglin Venture Partners Advisors, 3one4 Capital, Speedinvest and BetterCapital AngelList Syndicate.In February that year, the startup raised $4.6 million (Rs 32.40 crore) in a Series A round of funding from Singapore-based venture fund Beenext and early-stage venture firm 3one4 Capital. In May 2018, Open secured an undisclosed sum in a pre-Series A round led by Unicorn India Ventures and Japan’s Recruit Group. In 2017, it raised $250,000 from Amrish Rau and Jitendra Gupta.Share article on",https://www.vccircle.com//tiger-global-backed-open-acquires-tax-filing-platform-optobizz,Merger/Acquisition,"Open, a neo-banking platform focused on small and medium businesses, has acquired tax filing automation platform Optobizz for $5 million (around Rs 36 crore).Optobizz, operated by Optobizz Software Pvt Ltd, says its platform offers end-to-end GST and financial automation solutions including account receivables and payables, as well as reconciliation for tax practitioners and SMEs.The deal is being done through cash and stock.The move will help Open strengthen its position in the SME-focused neo-banking space and enhance product capabilities on automating GST and tax compliance.The company says it is also gearing up to launch a platform focused on tax practitioners and accountants.“With close to 15 years of experience at product-tech companies on the business finance side, their [Optobizz’s] expertise will help us create more innovative solutions for small businesses across the country,” Open co-founder and CEO Anish Achuthan said.Bengaluru-based Open, operated by Open Financial Technologies Pvt Ltd, was set up in 2017 by Achuthan, Mabel Chacko, and ex-TaxiForSure CFO Deena Jacob.","['Optobizz Software Pvt Ltd', 'GST', 'SME', 'GST', 'Anish Achuthan', 'Open Financial Technologies Pvt Ltd', 'CFO']","['$5 million', 'around $30.2 million', '$4.6 million', '250,000']"
Central bank okays Piramal takeover of DHFL,18 February,"The Piramal Group has received the greenlight from the Reserve Bank of India to acquire Dewan Housing Finance Corporation Ltd (DHFL) under the bankruptcy law.DHFL was one of the first financial companies to enter bankruptcy. The development comes almost a month after the Committee of Creditors (CoC) voted in favour of the resolution plan submitted by Piramal Capital and Housing Finance, overlooking rival and American asset management company Oaktree Capital.To be sure, the two waged a war over the troubled company across four bidding rounds. The Rs 34,250 crore Piramal plan that was finally approved included an upfront cash component of Rs 14,700 crore.The State Bank of India-led CoC is now in the process of filing the plan to the National Company Law Tribunal (NCLT) by the next week, which admitted DHFL in November 2019 for a default of over Rs 87,000 crore.If the Piramal plan is okayed by NCLT, it would mean a haircut of around 60% for lenders.DHFLDHFL ran into trouble in the aftermath of the Infrastructure Leasing & Financial Services (IL&FS) crisis of September 2018.In October 2019, a forensic audit conducted by KPMG on behalf of the lenders of DHFL found a diversion of over Rs 19,000 crore of bank loans to the NBFC’s related entities.All this led to the DHFL being pushed into bankruptcy by the RBI which superseded the company’s board in late 2019.In September 2020, the RBI-appointed administrator of DHFL filed a case of fraud worth Rs 12,705 crore ($1.7 billion) against the company’s promoters Kapil and Dheeraj Wadhawan, who are currently behind bars.DHFL, once one of India's top NBFCs, owes its creditors -- which include mutual funds, banks, pension funds, insurance firms and retail investors -- around Rs 91,000 crore.Apart from SBI, which has an exposure of around Rs 10,000 crore, other banks having an exposure to DHFL include Bank of Baroda, Bank of India, Canara Bank, Union Bank of India, Syndicate Bank and National Housing Bank.Share article on",https://www.vccircle.com//central-bank-okays-piramal-takeover-of-dhfl,Merger/Acquisition,"The development comes almost a month after the Committee of Creditors (CoC) voted in favour of the resolution plan submitted by Piramal Capital and Housing Finance, overlooking rival and American asset management company Oaktree Capital.To be sure, the two waged a war over the troubled company across four bidding rounds.The Rs 34,250 crore Piramal plan that was finally approved included an upfront cash component of Rs 14,700 crore.The State Bank of India-led CoC is now in the process of filing the plan to the National Company Law Tribunal (NCLT) by the next week, which admitted DHFL in November 2019 for a default of over Rs 87,000 crore.If the Piramal plan is okayed by NCLT, it would mean a haircut of around 60% for lenders.DHFLDHFL ran into trouble in the aftermath of the Infrastructure Leasing & Financial Services (IL&FS) crisis of September 2018.In October 2019, a forensic audit conducted by KPMG on behalf of the lenders of DHFL found a diversion of over Rs 19,000 crore of bank loans to the NBFC’s related entities.All this led to the DHFL being pushed into bankruptcy by the RBI which superseded the company’s board in late 2019.In September 2020, the RBI-appointed administrator of DHFL filed a case of fraud worth Rs 12,705 crore ($1.7 billion) against the company’s promoters Kapil and Dheeraj Wadhawan, who are currently behind bars.DHFL, once one of India's top NBFCs, owes its creditors -- which include mutual funds, banks, pension funds, insurance firms and retail investors -- around Rs 91,000 crore.Apart from SBI, which has an exposure of around Rs 10,000 crore, other banks having an exposure to DHFL include Bank of Baroda, Bank of India, Canara Bank, Union Bank of India, Syndicate Bank and National Housing Bank.Share article on","['the Committee of Creditors', 'Piramal Capital and Housing Finance', 'Oaktree Capital', 'Piramal', 'The State Bank of India-', 'CoC', 'the National Company Law Tribunal', 'DHFL', 'Piramal', 'DHFLDHFL', 'the Infrastructure Leasing & Financial Services', 'KPMG', 'DHFL', 'DHFL', 'RBI', 'RBI', 'DHFL', 'DHFL', 'DHFL', 'Bank of Baroda', 'Bank of India', 'Union Bank of India', 'Syndicate Bank', 'National Housing Bank']",['$1.7 billion']
Gibraltar Technologies acquires HCL arm for Rs 147 crore,17 February,"Dubai, UAE headquartered information technology (IT) solutions provider Gibraltar Technologies has bought HCL Infotech, which is a part of IT services giant HCL Group, for Rs 147 crores or 74.6 million dirhams (about $20 million at current exchange rates).As part of the acquisition, Gibraltar and its partners will now gain access to the assets, people and customer contracts of HCL Infotech. According to a statement, the over 800 workforce at HCL Infotech manages projects such as the ""world's largest biometric system and India's largest Internet backbone network"".HCL Infosystems, an ICT (information communications technology) systems integrator and distribution company, recently revealed in its filings that HCL Infotech’s current revenue stood at 75.1 million dirhams (Rs 148.8 crores) with a net worth of 265.5 million dirhams (about Rs 526 crores). Queries sent to the company regarding HCL Infosystems and HCL Infotech did not elicit any response at the time of publishing this article. “This acquisition not only unlocks a huge market potential for GT, but also comes as a positive move for our partners, customers, employees and shareholders in the Middle East,"" Khadeer Peer Shariff S, CEO of Gibraltar Technologies said.Read: HCL announces Rs 700 crore special bonus for employees  Formerly known as HCL Infosystems MEA, Gibraltar Technologies has offices in seven  countries across the Middle East, India, Singapore and the US. The company focuses on creating solutions for three technology areas: digital mobility, robotics and AI.In October 2018, HCL Infosystems had approved to sell the ownership held by Nurture Technologies FZE to its subsidiaries Gibraltar Technologies Dubai. The part sale of its Dubai subsidiary was made to Ahmed Khalaf Al Otaiba, a current board member at Abu Dhabi national insurance corporation, and Syed Mohammed Bukhari, who is the current vice chairman of Gibraltar.Gibraltar Technologies also provides an application called Wai, which has multiple iterations, mainly in the areas of healthcare, enterprise content management and social media management, among others.Share article on",https://www.vccircle.com//gibraltar-technologies-acquires-hcl-arm-for-rs-147-crore,Merger/Acquisition,"Dubai, UAE headquartered information technology (IT) solutions provider Gibraltar Technologies has bought HCL Infotech, which is a part of IT services giant HCL Group, for Rs 147 crores or 74.6 million dirhams (about $20 million at current exchange rates).As part of the acquisition, Gibraltar and its partners will now gain access to the assets, people and customer contracts of HCL Infotech.“This acquisition not only unlocks a huge market potential for GT, but also comes as a positive move for our partners, customers, employees and shareholders in the Middle East,"" Khadeer Peer Shariff S, CEO of Gibraltar Technologies said.Read: HCL announces Rs 700 crore special bonus for employees  Formerly known as HCL Infosystems MEA, Gibraltar Technologies has offices in seven  countries across the Middle East, India, Singapore and the US.","['Gibraltar Technologies', 'HCL Infotech', 'HCL Group', 'Gibraltar', 'HCL Infotech', 'Gibraltar Technologies', 'HCL', 'HCL Infosystems MEA', 'Gibraltar Technologies']",['about $20 million']
GMM Pfaudler completes acquisition of majority stake in parent from German PE,17 February,"GMM Pfaudler, the Indian unit of US-based Pfaudler Inc, today announced that it has completed the transaction to acquire a majority stake in parent Pfaudler Group from German private equity firm Deutsche Beteiligungs AG Fund VI.Post the acquisition, GMM has become the holding company of the Pfaudler Group. The revenue of the combined entity is estimated to be around $267 million, the statement said.  The deal adds more power to GMM in areas of corrosion-resistance technologies, systems and services. The combined entity will have 12 manufacturing facilities across 8 countries and 4 continents with an employee base of around 1,500 people.In August last year, GMM said that it would acquire a majority stake in the group’s global business from the German private equity firm.The company had then said it would acquire a 34.4% stake in the global business while its Swiss unit would purchase 19.6% for a total of $27.432 million (about Rs 206 crore).Under the deal, GMM managing director Tarak Patel and director Ashok Patel, part of the company’s promoter group, would buy another 26% of the global business. They would likely shell out around $13.2 million.The balance 20% shareholding in Pfaduler Group would remain with Pfaudler International, which is ultimately owned and controlled by Deutsche Beteiligungs AG.GMM is a supplier of process equipment to pharmaceutical and chemical industries. Over the years, GMM has diversified its product portfolio to include mixing systems, filtration & drying equipment, engineered systems and heavy engineering equipment, and works as a one-stop-shop for the chemical process industry.Share article on",https://www.vccircle.com//gmm-pfaudler-completes-acquisition-of-majority-stake-in-parent-from-german-pe,Merger/Acquisition,"GMM Pfaudler, the Indian unit of US-based Pfaudler Inc, today announced that it has completed the transaction to acquire a majority stake in parent Pfaudler Group from German private equity firm Deutsche Beteiligungs AG Fund VI.Post the acquisition, GMM has become the holding company of the Pfaudler Group.The combined entity will have 12 manufacturing facilities across 8 countries and 4 continents with an employee base of around 1,500 people.In August last year, GMM said that it would acquire a majority stake in the group’s global business from the German private equity firm.The company had then said it would acquire a 34.4% stake in the global business while its Swiss unit would purchase 19.6% for a total of $27.432 million (about Rs 206 crore).Under the deal, GMM managing director Tarak Patel and director Ashok Patel, part of the company’s promoter group, would buy another 26% of the global business.","['GMM Pfaudler', 'Pfaudler Inc', 'Pfaudler Group', 'Deutsche Beteiligungs AG Fund', 'GMM', 'the Pfaudler Group', 'GMM', 'GMM']","['around $267 million', '$27.432 million', 'around $13.2 million']"
